method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,depth_conf_shifted,loss_multiplier,pose_loss_multiplier,choice,dataset,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,feature_extractor,max_ba_iterations,source,series_label_override,dataset_collection,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,alignment_scale,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,sfm_file_path,input_folder,output_folder,initial_points,failed_sfm_file_path,plot_series,num_images_jitter
colmap,10,42,,168,,,,,0,10,farthestpose,10,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,garden,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,,outdoor,12.355728149414062,0.7979275584220886,0.3093775510787964,179055,0.015599575825035572,1.496121883392334,,,-0.1763828019959497,0.5623660420201364,168,/home/ojab2/work/git/gsplat/results/colmap_outputs/garden_2_n10_s42_default_farthestpose_sharedcam_i10_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/garden_2_n10_s42_default_farthestpose_sharedcam_i10_gteval_poseopt_steps15000/stats/val_step14999.json,garden_2_n10_s42_default_farthestpose_sharedcam_i10_gteval_poseopt_steps15000,0.1553,0.00235,3,0.322542,,,,/home/ojab2/work/git/vggt/colmap_outputs/garden_2_n10_s42_default_farthestpose_sharedcam/eval_results.json,garden_2_n10_s42_default_farthestpose_sharedcam,garden_2_n10_s42_default_farthestpose_sharedcam_i10_gteval_poseopt_steps15000_val_step14999.json,168,,colmap | farthestpose,10.0
colmap,70,42,,5493,,,,,0,10,farthestpose,70,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,bicycle,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,,outdoor,16.537628173828125,0.5214819312095642,0.26178714632987976,1000000,0.00346929207444191,0.23522379994392395,,,0.043874593893377146,0.4676230513657448,5493,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n70_s42_default_farthestpose_sharedcam_i70_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n70_s42_default_farthestpose_sharedcam_i70_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n70_s42_default_farthestpose_sharedcam_i70_gteval_poseopt_steps15000,0.1045,0.008959,40,0.870047,,,,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n70_s42_default_farthestpose_sharedcam/eval_results.json,bicycle_4_n70_s42_default_farthestpose_sharedcam,bicycle_4_n70_s42_default_farthestpose_sharedcam_i70_gteval_poseopt_steps15000_val_step14999.json,5493,,colmap | farthestpose,70.0
colmap,80,42,,7178,,,,,0,10,farthestpose,80,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,bicycle,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,,outdoor,17.295671463012695,0.47364091873168945,0.2938806712627411,1000000,0.0025564010720700026,0.20063269138336182,,,0.106212065001445,0.44419647527864875,7178,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n80_s42_default_farthestpose_sharedcam_i80_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n80_s42_default_farthestpose_sharedcam_i80_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n80_s42_default_farthestpose_sharedcam_i80_gteval_poseopt_steps15000,0.1595,0.005965,48,0.872644,,,,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n80_s42_default_farthestpose_sharedcam/eval_results.json,bicycle_4_n80_s42_default_farthestpose_sharedcam,bicycle_4_n80_s42_default_farthestpose_sharedcam_i80_gteval_poseopt_steps15000_val_step14999.json,7178,,colmap | farthestpose,80.0
colmap,90,42,,13508,,,,,0,10,farthestpose,90,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,bicycle,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,,outdoor,21.84345245361328,0.37501060962677,0.5299972295761108,1000000,0.0023152194917201996,0.12587085366249084,,,0.3893929970117263,0.3557064166456288,13508,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n90_s42_default_farthestpose_sharedcam_i90_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n90_s42_default_farthestpose_sharedcam_i90_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n90_s42_default_farthestpose_sharedcam_i90_gteval_poseopt_steps15000,0.1166,0.008212,90,1.09113,,,,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n90_s42_default_farthestpose_sharedcam/eval_results.json,bicycle_4_n90_s42_default_farthestpose_sharedcam,bicycle_4_n90_s42_default_farthestpose_sharedcam_i90_gteval_poseopt_steps15000_val_step14999.json,13508,,colmap | farthestpose,90.0
colmap,100,42,,17352,,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,bicycle,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,,outdoor,22.163246154785156,0.3494715690612793,0.5586552619934082,1000000,0.002470657927915454,0.1106053814291954,,,0.42783902572919363,0.3399620648095866,17352,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.0986,0.006893,100,1.077433,,,,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_sharedcam/eval_results.json,bicycle_4_n100_s42_default_farthestpose_sharedcam,bicycle_4_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,17352,,colmap | farthestpose,100.0
colmap,100,42,,19683,,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,stump,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,,outdoor,24.832897186279297,0.3404231071472168,0.6964612603187561,1000000,0.001068504061549902,0.03414143621921539,,,0.563450781225461,0.2982176433162218,19683,/home/ojab2/work/git/gsplat/results/colmap_outputs/stump_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/stump_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,stump_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.0219,0.002013,100,0.977613,,,,/home/ojab2/work/git/vggt/colmap_outputs/stump_2_n100_s42_default_farthestpose_sharedcam/eval_results.json,stump_2_n100_s42_default_farthestpose_sharedcam,stump_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,19683,,colmap | farthestpose,100.0
colmap,100,42,,70656,,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,garden,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,,outdoor,22.12991714477539,0.2636813521385193,0.5120896697044373,1000000,0.0005747699178755283,0.04868227615952492,,,0.45294740534665295,0.3227702522973086,70656,/home/ojab2/work/git/gsplat/results/colmap_outputs/garden_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/garden_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,garden_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.0628,0.002621,100,1.057253,,,,/home/ojab2/work/git/vggt/colmap_outputs/garden_2_n100_s42_default_farthestpose_sharedcam/eval_results.json,garden_2_n100_s42_default_farthestpose_sharedcam,garden_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,70656,,colmap | farthestpose,100.0
colmap,10,42,,,,,,,0,10,farthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,,,default,MCMC,,,,,Shared Cam,,,,,,failed_sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n10_s42_default_farthestpose_sharedcam/failed_eval.json,,bicycle_4_n10_s42_default_farthestpose_sharedcam,,,,,,,,,bicycle_4_n10_s42_default_farthestpose_sharedcam,,,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n10_s42_default_farthestpose_sharedcam/failed_eval.json,colmap | farthestpose,10.0
colmap,10,42,,,,,,,0,10,farthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,stump,,,,,default,MCMC,,,,,Shared Cam,,,,,,failed_sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/stump_2_n10_s42_default_farthestpose_sharedcam/failed_eval.json,,stump_2_n10_s42_default_farthestpose_sharedcam,,,,,,,,,stump_2_n10_s42_default_farthestpose_sharedcam,,,/home/ojab2/work/git/vggt/colmap_outputs/stump_2_n10_s42_default_farthestpose_sharedcam/failed_eval.json,colmap | farthestpose,10.0
vggt,10,42,0.0,100000,random,,,,0,10,farthestpose,10,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,outdoor,13.894234657287598,0.5660611391067505,0.15039774775505066,1000000,0.03303282707929611,1.7695362567901611,,,-0.09773516662714143,0.5095306649321875,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_steps15000,1.7481,0.149304,10,6.38044,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n10_s42_c0.0_p100000_random_farthestpose/eval_results.json,bicycle_4_n10_s42_c0.0_p100000_random_farthestpose,bicycle_4_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_steps15000_val_step14999.json,100000,,vggt | farthestpose,10.0
vggt,10,42,0.0,100000,random,,,,0,10,farthestpose,10,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,vggt,garden,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,outdoor,15.86151123046875,0.44289296865463257,0.24762408435344696,1000000,0.009286259301006794,0.4746391773223877,,,0.07158312265403557,0.4454072638162994,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_steps15000/stats/val_step14999.json,garden_2_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_steps15000,0.7164,0.041493,10,6.042358,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n10_s42_c0.0_p100000_random_farthestpose/eval_results.json,garden_2_n10_s42_c0.0_p100000_random_farthestpose,garden_2_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_steps15000_val_step14999.json,100000,,vggt | farthestpose,10.0
vggt,10,42,0.0,100000,random,,,,0,10,farthestpose,10,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,vggt,stump,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,outdoor,14.979829788208008,0.5985628366470337,0.2731395959854126,1000000,0.11537380516529083,2.3631744384765625,,,-0.025915470736765662,0.4942979692303875,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_steps15000/stats/val_step14999.json,stump_2_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_steps15000,2.3893,0.483844,10,7.015653,,,,/home/ojab2/work/git/vggt/vggt_outputs/stump_2_n10_s42_c0.0_p100000_random_farthestpose/eval_results.json,stump_2_n10_s42_c0.0_p100000_random_farthestpose,stump_2_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_steps15000_val_step14999.json,100000,,vggt | farthestpose,10.0
vggt,20,42,0.0,100000,random,,,,0,10,farthestpose,20,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,outdoor,15.618000984191895,0.4717748165130615,0.19081109762191772,1000000,0.02674267813563347,1.1133158206939697,,,0.016021403652882737,0.46625081922939604,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n20_s42_c0.0_p100000_random_farthestpose_i20_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n20_s42_c0.0_p100000_random_farthestpose_i20_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n20_s42_c0.0_p100000_random_farthestpose_i20_gteval_poseopt_steps15000,1.1489,0.123985,20,6.103919,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n20_s42_c0.0_p100000_random_farthestpose/eval_results.json,bicycle_4_n20_s42_c0.0_p100000_random_farthestpose,bicycle_4_n20_s42_c0.0_p100000_random_farthestpose_i20_gteval_poseopt_steps15000_val_step14999.json,100000,,vggt | farthestpose,20.0
