method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,choice,dataset,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,feature_extractor,max_ba_iterations,source,dataset_collection,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,alignment_scale,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,sfm_file_path,input_folder,output_folder,initial_points,plot_series,num_images_jitter
vggt,10,42,0.0,100000,random,,,,0,10,farthestpose,10,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,lego,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,13.160910606384277,0.3646426200866699,0.5981189608573914,1000000,0.03498070314526558,2.4989686012268066,0.18922840058803558,0.053148090839385986,0.27484244832441046,0.34895975089048586,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_steps15000,2.5484,0.158437,10,4.111717,0.0943,0.0269,0.1191,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n10_s42_c0.0_p100000_random_farthestpose/eval_results.json,lego_1_n10_s42_c0.0_p100000_random_farthestpose,lego_1_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_steps15000_val_step14999.json,100000,vggt | ,10.0
vggt,40,42,0.0,100000,random,,,,0,10,farthestpose,40,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,drums,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,17.644712448120117,0.11200924217700958,0.7947654128074646,1000000,0.006328662391752005,0.24928505718708038,0.08195652067661285,0.024434417486190796,0.6288202704548294,0.19407916514678508,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n40_s42_c0.0_p100000_random_farthestpose_i40_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n40_s42_c0.0_p100000_random_farthestpose_i40_gteval_poseopt_steps15000/stats/val_step14999.json,drums_1_n40_s42_c0.0_p100000_random_farthestpose_i40_gteval_poseopt_steps15000,0.3733,0.019382,40,4.013289,,,,/home/ojab2/work/git/vggt/vggt_outputs/drums_1_n40_s42_c0.0_p100000_random_farthestpose/eval_results.json,drums_1_n40_s42_c0.0_p100000_random_farthestpose,drums_1_n40_s42_c0.0_p100000_random_farthestpose_i40_gteval_poseopt_steps15000_val_step14999.json,100000,vggt | ,40.0
vggt,87,42,0.0,100000,random,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,lego,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,20.352569580078125,0.07587305456399918,0.773491382598877,1000000,0.006157866213470697,0.2516995370388031,0.08927708864212036,0.02102166973054409,0.6888311082101471,0.1870075088630269,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000,0.2976,0.018838,87,4.04904,0.0478,0.0135,0.118,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n87_s42_c0.0_p100000_random_farthestpose/eval_results.json,lego_1_n87_s42_c0.0_p100000_random_farthestpose,lego_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000_val_step14999.json,100000,vggt | ,87.0
vggt,87,42,0.0,100000,random,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,ship,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,22.858901977539062,0.1296185404062271,0.748465359210968,1000000,0.008311179466545582,0.3772093653678894,0.14261142909526825,0.027311956509947777,0.6874333439011167,0.21210940347301177,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/ship_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/ship_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,ship_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000,0.4869,0.027807,87,4.301907,0.1056,0.0284,0.2389,/home/ojab2/work/git/vggt/vggt_outputs/ship_1_n87_s42_c0.0_p100000_random_farthestpose/eval_results.json,ship_1_n87_s42_c0.0_p100000_random_farthestpose,ship_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000_val_step14999.json,100000,vggt | ,87.0
vggt,87,42,0.0,100000,random,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,drums,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,20.899389266967773,0.08484406024217606,0.8690087795257568,1000000,0.0031003891490399837,0.11593722552061081,0.07793186604976654,0.017566045746207237,0.749277867739893,0.15163353376661962,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000/stats/val_step14999.json,drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000,0.173,0.01002,87,3.881439,,,,/home/ojab2/work/git/vggt/vggt_outputs/drums_1_n87_s42_c0.0_p100000_random_farthestpose/eval_results.json,drums_1_n87_s42_c0.0_p100000_random_farthestpose,drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_steps15000_val_step14999.json,100000,vggt | ,87.0
vggt,10,42,0.0,100000,random,,,,0,10,farthestpose,10,GT Eval,,,,Pose Opt,,,closer,,1.0,,vggt,lego,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,13.341193199157715,0.35714244842529297,0.6072489023208618,1000000,0.03488941490650177,2.4866714477539062,0.21039602160453796,0.059499867260456085,0.28814989750535547,0.3433909930803437,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,lego_1_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000,2.5484,0.158437,10,4.111717,0.0943,0.0269,0.1191,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n10_s42_c0.0_p100000_random_farthestpose/eval_results.json,lego_1_n10_s42_c0.0_p100000_random_farthestpose,lego_1_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000_val_step14999.json,100000,vggt | closer,10.0
vggt,10,42,0.0,100000,random,,,,0,10,farthestpose,10,GT Eval,,,,Pose Opt,,,closer,,1.0,,vggt,ship,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,20.823532104492188,0.17636346817016602,0.6944901943206787,1000000,0.0036641061305999756,0.23690438270568848,0.126133993268013,0.03616390377283096,0.5893219916211698,0.2457885244794608,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/ship_1_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/ship_1_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,ship_1_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000,0.3226,0.021268,10,4.196754,0.0995,0.0276,0.2459,/home/ojab2/work/git/vggt/vggt_outputs/ship_1_n10_s42_c0.0_p100000_random_farthestpose/eval_results.json,ship_1_n10_s42_c0.0_p100000_random_farthestpose,ship_1_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000_val_step14999.json,100000,vggt | closer,10.0
vggt,10,42,0.0,100000,random,,,,0,10,farthestpose,10,GT Eval,,,,Pose Opt,,,closer,,1.0,,vggt,drums,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,12.727575302124023,0.41015419363975525,0.6087169051170349,1000000,0.021145811304450035,1.1564949750900269,0.4816643297672272,0.12580573558807373,0.24492178476809529,0.3630145741104225,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,drums_1_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000,1.1533,0.077913,10,3.951663,,,,/home/ojab2/work/git/vggt/vggt_outputs/drums_1_n10_s42_c0.0_p100000_random_farthestpose/eval_results.json,drums_1_n10_s42_c0.0_p100000_random_farthestpose,drums_1_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000_val_step14999.json,100000,vggt | closer,10.0
vggt,20,42,0.0,100000,random,,,,0,10,farthestpose,20,GT Eval,,,,Pose Opt,,,closer,,1.0,,vggt,lego,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,13.6578950881958,0.3194413185119629,0.6251646280288696,1000000,0.031523384153842926,2.1696553230285645,0.16763484477996826,0.04488564282655716,0.32776408229577536,0.3249176179450091,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n20_s42_c0.0_p100000_random_farthestpose_i20_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n20_s42_c0.0_p100000_random_farthestpose_i20_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,lego_1_n20_s42_c0.0_p100000_random_farthestpose_i20_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000,2.282,0.136623,20,4.112991,0.0677,0.0193,0.1011,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n20_s42_c0.0_p100000_random_farthestpose/eval_results.json,lego_1_n20_s42_c0.0_p100000_random_farthestpose,lego_1_n20_s42_c0.0_p100000_random_farthestpose_i20_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000_val_step14999.json,100000,vggt | closer,20.0
vggt,20,42,0.0,100000,random,,,,0,10,farthestpose,20,GT Eval,,,,Pose Opt,,,closer,,1.0,,vggt,ship,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,22.272079467773438,0.14020274579524994,0.727719783782959,1000000,0.004626336507499218,0.2673896551132202,0.11852507293224335,0.030583104118704796,0.6579008848152818,0.22264464300030565,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/ship_1_n20_s42_c0.0_p100000_random_farthestpose_i20_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/ship_1_n20_s42_c0.0_p100000_random_farthestpose_i20_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,ship_1_n20_s42_c0.0_p100000_random_farthestpose_i20_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000,0.3689,0.022972,20,4.180749,0.0975,0.0269,0.2478,/home/ojab2/work/git/vggt/vggt_outputs/ship_1_n20_s42_c0.0_p100000_random_farthestpose/eval_results.json,ship_1_n20_s42_c0.0_p100000_random_farthestpose,ship_1_n20_s42_c0.0_p100000_random_farthestpose_i20_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000_val_step14999.json,100000,vggt | closer,20.0
vggt,20,42,0.0,100000,random,,,,0,10,farthestpose,20,GT Eval,,,,Pose Opt,,,closer,,1.0,,vggt,drums,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,13.206490516662598,0.34246012568473816,0.6593264937400818,1000000,0.013491945341229439,0.8293703198432922,0.42375171184539795,0.12419264018535614,0.3251732973947085,0.3246413626159548,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n20_s42_c0.0_p100000_random_farthestpose_i20_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n20_s42_c0.0_p100000_random_farthestpose_i20_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,drums_1_n20_s42_c0.0_p100000_random_farthestpose_i20_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000,0.8537,0.052643,20,3.984908,,,,/home/ojab2/work/git/vggt/vggt_outputs/drums_1_n20_s42_c0.0_p100000_random_farthestpose/eval_results.json,drums_1_n20_s42_c0.0_p100000_random_farthestpose,drums_1_n20_s42_c0.0_p100000_random_farthestpose_i20_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000_val_step14999.json,100000,vggt | closer,20.0
vggt,30,42,0.0,100000,random,,,,0,10,farthestpose,30,GT Eval,,,,Pose Opt,,,closer,,1.0,,vggt,lego,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,13.961328506469727,0.29988914728164673,0.638745129108429,1000000,0.029237573966383934,2.107685089111328,0.16477859020233154,0.04402179643511772,0.3533942746682319,0.31370025183702266,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n30_s42_c0.0_p100000_random_farthestpose_i30_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n30_s42_c0.0_p100000_random_farthestpose_i30_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,lego_1_n30_s42_c0.0_p100000_random_farthestpose_i30_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000,2.2232,0.131161,30,4.097326,0.0649,0.0185,0.0998,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n30_s42_c0.0_p100000_random_farthestpose/eval_results.json,lego_1_n30_s42_c0.0_p100000_random_farthestpose,lego_1_n30_s42_c0.0_p100000_random_farthestpose_i30_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000_val_step14999.json,100000,vggt | closer,30.0
vggt,30,42,0.0,100000,random,,,,0,10,farthestpose,30,GT Eval,,,,Pose Opt,,,closer,,1.0,,vggt,ship,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,21.875244140625,0.14672790467739105,0.7145700454711914,1000000,0.0037771915085613728,0.21077094972133636,0.12412761896848679,0.03237973898649216,0.6388343011620292,0.22915926870079045,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/ship_1_n30_s42_c0.0_p100000_random_farthestpose_i30_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/ship_1_n30_s42_c0.0_p100000_random_farthestpose_i30_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,ship_1_n30_s42_c0.0_p100000_random_farthestpose_i30_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000,0.274,0.019493,30,4.168125,0.1011,0.0278,0.258,/home/ojab2/work/git/vggt/vggt_outputs/ship_1_n30_s42_c0.0_p100000_random_farthestpose/eval_results.json,ship_1_n30_s42_c0.0_p100000_random_farthestpose,ship_1_n30_s42_c0.0_p100000_random_farthestpose_i30_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000_val_step14999.json,100000,vggt | closer,30.0
vggt,30,42,0.0,100000,random,,,,0,10,farthestpose,30,GT Eval,,,,Pose Opt,,,closer,,1.0,,vggt,drums,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,13.969110488891602,0.28373420238494873,0.6959607005119324,1000000,0.011316015385091305,0.6486456394195557,0.38707607984542847,0.11493374407291412,0.39696997214324137,0.29174222430965385,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n30_s42_c0.0_p100000_random_farthestpose_i30_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n30_s42_c0.0_p100000_random_farthestpose_i30_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,drums_1_n30_s42_c0.0_p100000_random_farthestpose_i30_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000,0.6952,0.041396,30,4.001407,,,,/home/ojab2/work/git/vggt/vggt_outputs/drums_1_n30_s42_c0.0_p100000_random_farthestpose/eval_results.json,drums_1_n30_s42_c0.0_p100000_random_farthestpose,drums_1_n30_s42_c0.0_p100000_random_farthestpose_i30_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000_val_step14999.json,100000,vggt | closer,30.0
vggt,40,42,0.0,100000,random,,,,0,10,farthestpose,40,GT Eval,,,,Pose Opt,,,closer,,1.0,,vggt,lego,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,14.41645622253418,0.2602303624153137,0.6662796139717102,1000000,0.014179092831909657,1.1674147844314575,0.16322793066501617,0.044861722737550735,0.4024053350371769,0.2913620735407707,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n40_s42_c0.0_p100000_random_farthestpose_i40_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n40_s42_c0.0_p100000_random_farthestpose_i40_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,lego_1_n40_s42_c0.0_p100000_random_farthestpose_i40_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000,1.3375,0.068919,40,4.021561,0.0541,0.0152,0.0944,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n40_s42_c0.0_p100000_random_farthestpose/eval_results.json,lego_1_n40_s42_c0.0_p100000_random_farthestpose,lego_1_n40_s42_c0.0_p100000_random_farthestpose_i40_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000_val_step14999.json,100000,vggt | closer,40.0
vggt,40,42,0.0,100000,random,,,,0,10,farthestpose,40,GT Eval,,,,Pose Opt,,,closer,,1.0,,vggt,ship,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,21.592222213745117,0.14636896550655365,0.7119264602661133,1000000,0.003241340396925807,0.2265194207429886,0.11562573909759521,0.03157930076122284,0.6322687654970838,0.23000816771878319,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/ship_1_n40_s42_c0.0_p100000_random_farthestpose_i40_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/ship_1_n40_s42_c0.0_p100000_random_farthestpose_i40_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,ship_1_n40_s42_c0.0_p100000_random_farthestpose_i40_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000,0.2698,0.018068,40,4.169342,0.1029,0.0282,0.2617,/home/ojab2/work/git/vggt/vggt_outputs/ship_1_n40_s42_c0.0_p100000_random_farthestpose/eval_results.json,ship_1_n40_s42_c0.0_p100000_random_farthestpose,ship_1_n40_s42_c0.0_p100000_random_farthestpose_i40_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000_val_step14999.json,100000,vggt | closer,40.0
vggt,40,42,0.0,100000,random,,,,0,10,farthestpose,40,GT Eval,,,,Pose Opt,,,closer,,1.0,,vggt,drums,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,17.638532638549805,0.11381304264068604,0.7941414713859558,1000000,0.006141733378171921,0.25369638204574585,0.14301332831382751,0.042557671666145325,0.6272274944362428,0.19491796656344199,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n40_s42_c0.0_p100000_random_farthestpose_i40_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n40_s42_c0.0_p100000_random_farthestpose_i40_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,drums_1_n40_s42_c0.0_p100000_random_farthestpose_i40_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000,0.3733,0.019382,40,4.013289,,,,/home/ojab2/work/git/vggt/vggt_outputs/drums_1_n40_s42_c0.0_p100000_random_farthestpose/eval_results.json,drums_1_n40_s42_c0.0_p100000_random_farthestpose,drums_1_n40_s42_c0.0_p100000_random_farthestpose_i40_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000_val_step14999.json,100000,vggt | closer,40.0
vggt,87,42,0.0,100000,random,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,closer,,1.0,,vggt,lego,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,20.3682804107666,0.07864906638860703,0.7746673226356506,1000000,0.005750696640461683,0.25033044815063477,0.09501129388809204,0.022374851629137993,0.6880961462051701,0.18750940714734915,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,lego_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000,0.2976,0.018838,87,4.04904,0.0478,0.0135,0.118,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n87_s42_c0.0_p100000_random_farthestpose/eval_results.json,lego_1_n87_s42_c0.0_p100000_random_farthestpose,lego_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000_val_step14999.json,100000,vggt | closer,87.0
vggt,87,42,0.0,100000,random,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,closer,,1.0,,vggt,ship,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,22.619239807128906,0.13903994858264923,0.7433000802993774,1000000,0.00839789118617773,0.3787805736064911,0.16415853798389435,0.03237118199467659,0.6741588405582175,0.2170555627293811,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/ship_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/ship_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,ship_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000,0.4869,0.027807,87,4.301907,0.1056,0.0284,0.2389,/home/ojab2/work/git/vggt/vggt_outputs/ship_1_n87_s42_c0.0_p100000_random_farthestpose/eval_results.json,ship_1_n87_s42_c0.0_p100000_random_farthestpose,ship_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000_val_step14999.json,100000,vggt | closer,87.0
vggt,87,42,0.0,100000,random,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,closer,,1.0,,vggt,drums,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,20.029836654663086,0.09145382791757584,0.8509619832038879,1000000,0.0031142313964664936,0.13361267745494843,0.11599965393543243,0.026046762242913246,0.718541256023197,0.16247992800046696,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000/stats/val_step14999.json,drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000,0.173,0.01002,87,3.881439,,,,/home/ojab2/work/git/vggt/vggt_outputs/drums_1_n87_s42_c0.0_p100000_random_farthestpose/eval_results.json,drums_1_n87_s42_c0.0_p100000_random_farthestpose,drums_1_n87_s42_c0.0_p100000_random_farthestpose_i87_gteval_poseopt_depthcloser_dl1.0_confdisabled_steps15000_val_step14999.json,100000,vggt | closer,87.0
vggt,10,42,0.0,100000,random,,,,0,10,farthestpose,10,GT Eval,,,,Pose Opt,,,full,,1.0,,vggt,lego,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,synthetic,13.506551742553711,0.3445596694946289,0.6126922369003296,1000000,0.032273996621370316,2.4647116661071777,0.16855715215206146,0.04774477332830429,0.3021624768376738,0.33716708180800414,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_depthfull_dl1.0_confdisabled_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_depthfull_dl1.0_confdisabled_steps15000/stats/val_step14999.json,lego_1_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_depthfull_dl1.0_confdisabled_steps15000,2.5484,0.158437,10,4.111717,0.0943,0.0269,0.1191,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n10_s42_c0.0_p100000_random_farthestpose/eval_results.json,lego_1_n10_s42_c0.0_p100000_random_farthestpose,lego_1_n10_s42_c0.0_p100000_random_farthestpose_i10_gteval_poseopt_depthfull_dl1.0_confdisabled_steps15000_val_step14999.json,100000,vggt | full,10.0
